FMID,Season1_Start_Date,Season1_End_Date,Season1Time,Season2_Start_Date,Season2_End_Date,Season3_End_Date,Season3Time,Season4_Start_Date,Season4_End_Date,Season4Time
1018387,2017-01-01T05:00:00Z,2017-12-31T05:00:00Z,Sun: 8:00 AM-2:00 PM;,,,,,,,
1012507,2016-05-07T04:00:00Z,2016-10-29T04:00:00Z,Sat: 9:00 AM-12:00 PM;,,,,,,,
1005289,,,,,,,,,,
1001806,,,Wed: 3:00 PM-6:00 PM;,,,,,,,
1010786,2015-05-23T04:00:00Z,2015-10-03T04:00:00Z,Sun: 10:00 AM-2:00 PM;,,,,,,,
1010787,2015-05-27T04:00:00Z,2015-09-23T04:00:00Z,Wed: 3:00 PM-6:00 PM;,,,,,,,
1018080,2017-10-05T04:00:00Z,2018-05-31T04:00:00Z,Thu: 3:00 PM-7:00 PM;,2018-06-07T04:00:00Z,2018-09-27T04:00:00Z,,,,,
1007672,May to Oct,r,sun:12:00 PM - 4:00 PM;,,,,,,,
1005983,June to Au,t,Tue:8:30 AM - 12:30 PM;,,,,,,,
1000798,2013-04-20T04:00:00Z,2013-10-19T04:00:00Z,Wed: 3:00 PM-6:00 PM;Sat: 8:00 AM-11:00 AM;,,,,,,,
1004779,2014-07-12T04:00:00Z,2014-11-15T05:00:00Z,Sat: 7:30 AM-11:30 AM;,,,,,,,
1002817,,,,,,,,,,
1004593,2013-01-01T05:00:00Z,2013-12-31T05:00:00Z,Fri: 2:00 PM-5:30 PM;,,,,,,,
1009987,2014-01-01T05:00:00Z,2014-12-31T05:00:00Z,Fri: 2:00 PM-6:00 PM;,,,,,,,
1002231,,,Sat: 8:30 AM-1:00 PM;,,,,,,,
1006859,2014-05-29T04:00:00Z,2014-10-01T04:00:00Z,Thu: 5:00 PM-7:00 PM;,,,,,,,
1006941,,,,,,,,,,
1002644,,,,,,,,,,
1018171,2017-05-06T04:00:00Z,2017-10-14T04:00:00Z,Wed: 3:30 PM-6:00 PM;Sat: 9:00 AM-12:00 PM;,,,,,,,
1004643,2014-01-01T05:00:00Z,2014-12-31T05:00:00Z,,,,,,,,
1003099,,,,,,,,,,
1007673,,,,,,,,,,
1012789,2016-04-16T04:00:00Z,2016-10-29T04:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1003250,2014-06-04T04:00:00Z,2014-10-15T04:00:00Z,Wed: 6:00 AM-10:00 AM;,,,,,,,
1017995,2017-04-08T04:00:00Z,2017-06-17T04:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1018335,2017-04-08T04:00:00Z,2017-11-25T05:00:00Z,Sat: 8:00 AM-2:00 PM;,2017-12-02T05:00:00Z,2017-12-17T05:00:00Z,,,,,
1008484,,,Wed: 3:00 PM-6:00 PM;,,,,,,,
1007605,,,,,,,,,,
1005149,January to,cember,Thu:2:00 PM - 6:00 PM;,,,,,,,
1005148,January to,cember,Sat:8:00 AM - 12:00 PM;,,,,,,,
1018015,2017-06-23T04:00:00Z,2017-09-01T04:00:00Z,Fri: 9:30 AM-1:00 PM;,,,,,,,
1004271,2016-05-05T04:00:00Z,2016-10-06T04:00:00Z,Thu: 8:00 AM-1:00 PM;,2016-10-13T04:00:00Z,2016-11-22T05:00:00Z,,,,,
1000974,2013-06-01T04:00:00Z,2013-10-26T04:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1010687,2014-11-16T05:00:00Z,2015-11-15T05:00:00Z,Sun: 9:00 AM-2:00 PM;,,,,,,,
1011689,2015-09-01T04:00:00Z,2016-04-30T04:00:00Z,Tue: 8:00 AM-5:00 PM;Wed: 8:00 AM-5:00 PM;Thu: 8:00 AM-5:00 PM;Fri: 8:00 AM-5:00 PM;Sat: 8:00 AM-5:00 PM;,2016-05-01T04:00:00Z,2016-08-31T04:00:00Z,,,,,
1012019,2016-04-02T04:00:00Z,2016-11-19T05:00:00Z,Sun: 7:00 AM-12:00 PM;,,,,,,,
1003164,2014-06-21T04:00:00Z,2014-09-06T04:00:00Z,Sat: 10:00 AM-2:00 PM;,,,,,,,
1003565,,,,,,,,,,
1004201,2016-06-11T04:00:00Z,2016-11-19T05:00:00Z,Sat: 8:00 AM-1:00 PM;,,,,,,,
1005834,2015-05-19T04:00:00Z,2015-10-20T04:00:00Z,Tue: 3:00 PM-6:30 PM;,,,,,,,
1003569,,,,,,,,,,
1000626,2015-04-04T04:00:00Z,2015-09-26T04:00:00Z,Sat: 8:00 AM-1:00 PM;,2015-10-03T04:00:00Z,2015-12-26T05:00:00Z,,,,,
1003729,,,,,,,,,,
1011537,2015-04-26T04:00:00Z,2015-11-21T05:00:00Z,Sun: 11:00 AM-4:00 PM;,2015-12-05T05:00:00Z,2015-12-27T05:00:00Z,,,,,
1010325,2015-06-03T04:00:00Z,2015-08-26T04:00:00Z,Wed: 11:00 AM-4:00 PM;,,,,,,,
1012273,2016-09-06T04:00:00Z,2016-12-24T05:00:00Z,Mon: 8:00 AM-5:00 PM;Tue: 8:00 AM-5:00 PM;Wed: 8:00 AM-5:00 PM;Thu: 8:00 AM-5:00 PM;Fri: 8:00 AM-5:00 PM;Sat: 8:00 AM-4:00 PM;Sun: 8:00 AM-4:00 PM;,,,,,,,
1004684,,,,,,,,,,
1006635,2014-05-07T04:00:00Z,2014-10-15T04:00:00Z,Wed: 7:30 AM-11:00 AM;,2014-11-08T05:00:00Z,2015-03-28T04:00:00Z,,,,,
1006231,,,,,,,,,,
1004463,2016-11-05T04:00:00Z,2017-02-25T05:00:00Z,Sat: 10:00 AM-2:00 PM;,,,,,,,
1009812,2014-06-19T04:00:00Z,2014-10-02T04:00:00Z,Thu: 2:00 PM-6:30 PM;,,,,,,,
1007606,,,,,,,,,,
1002601,2013-05-04T04:00:00Z,2013-10-26T04:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1004754,2016-05-20T04:00:00Z,2016-09-30T04:00:00Z,Fri: 3:00 PM-6:00 PM;,,,,,,,
1009894,2016-05-21T04:00:00Z,2016-12-17T05:00:00Z,Sat: 9:00 AM-5:00 PM;,,,,,,,
1000247,,,,,,,,,,
1011319,2015-07-18T04:00:00Z,2015-11-21T05:00:00Z,Sat: 8:00 AM-4:00 PM;,,,,,,,
1006834,2013-05-25T04:00:00Z,2013-10-05T04:00:00Z,Sat: 8:00 AM-11:00 AM;,,,,,,,
1005110,2013-06-11T04:00:00Z,2013-09-24T04:00:00Z,Tue: 2:00 PM-7:00 PM;,,,,,,,
1001432,,,,,,,,,,
1007269,,,,,,,,,,
1012393,2016-06-16T04:00:00Z,2016-10-07T04:00:00Z,Mon: 4:00 PM-6:00 PM;Thu: 7:00 AM-10:00 AM;,,,,,,,
1005556,,,,,,,,,,
1002353,2014-05-23T04:00:00Z,,Fri: 4:00 PM-7:00 PM;,,,,,,,
1008241,2013-08-03T04:00:00Z,2013-10-26T04:00:00Z,Sat: 8:00 AM-1:00 PM;,,,,,,,
1011055,2015-05-02T04:00:00Z,2015-06-13T04:00:00Z,Sat: 8:00 AM-1:00 PM;,2015-06-17T04:00:00Z,2015-10-03T04:00:00Z,2015-10-31T04:00:00Z,Sat: 8:00 AM-1:00 PM;,,,
1005243,2014-01-01T05:00:00Z,2014-12-31T05:00:00Z,Fri: 9:00 AM-1:00 PM;,,,,,,,
1006636,2014-04-05T04:00:00Z,2014-10-25T04:00:00Z,Sat: 7:00 AM-11:00 AM;,,,,,,,
1010252,2016-07-23T04:00:00Z,2016-10-15T04:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1005700,June to No,ber,Wed:8:00 AM - 1:00 PM;Sat:8:00 AM - 1:00 PM;,,,,,,,
1003676,May to Oct,r,sun:11:00 am - 2:00 pm;,,,,,,,
1005515,2014-06-22T04:00:00Z,2014-10-05T04:00:00Z,Sun: 10:00 AM-3:00 PM;,,,,,,,
1002216,,,,,,,,,,
1005339,2015-04-04T04:00:00Z,2015-09-19T04:00:00Z,Sat: 8:30 AM-12:30 PM;,,,,,,,
1007674,,,,,,,,,,
1008606,2015-05-20T04:00:00Z,2015-09-16T04:00:00Z,Wed: 3:00 PM-6:00 PM;,,,,,,,
1003022,May to Oct,r,Tue:10:00 AM - 6:00 PM;Wed:10:00 AM - 6:00 PM;Thu:10:00 AM - 6:00 PM;Fri:10:00 AM - 6:00 PM;Sat:8:00 AM - 4:00 PM;,November t,pril,,,,,
1004611,May to Oct,r,Sat:8:00 am - 2:00 pm;,,,,,,,
1000944,2014-06-18T04:00:00Z,2014-09-24T04:00:00Z,Wed: 10:00 AM-2:00 PM;,,,,,,,
1002187,2014-01-01T05:00:00Z,2014-04-01T04:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1008483,2016-01-01T05:00:00Z,2016-12-31T05:00:00Z,Sat: 9:30 AM-1:30 PM;,,,,,,,
1002874,,,,,,,,,,
1005302,2015-06-01T04:00:00Z,2015-11-15T05:00:00Z,Wed: 2:00 PM-6:00 PM;,,,,,,,
1012146,2016-05-13T04:00:00Z,2016-10-28T04:00:00Z,Fri: 11:30 AM-5:30 PM;,,,,,,,
1002241,,,,,,,,,,
1010203,2014-08-02T04:00:00Z,2014-10-04T04:00:00Z,Sat: 7:30 AM-1:00 PM;,,,,,,,
1009643,2014-06-24T04:00:00Z,2015-10-13T04:00:00Z,Tue: 3:00 PM-6:30 PM;,,,,,,,
1003524,2015-01-01T05:00:00Z,2015-12-31T05:00:00Z,Sat: 10:00 AM-2:00 PM;,,,,,,,
1009159,,,,,,,,,,
1009499,,,,,,,,,,
1000561,2014-06-07T04:00:00Z,2014-09-27T04:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1004401,2013-05-03T04:00:00Z,2013-06-28T04:00:00Z,Fri: 3:00 PM-6:00 PM;,,,,,,,
1012379,2016-04-23T04:00:00Z,2016-11-05T04:00:00Z,Sat: 8:00 AM-2:00 PM;,,,,,,,
1001261,2013-05-02T04:00:00Z,2013-10-31T04:00:00Z,Tue: 7:00 AM-12:00 PM;Thu: 4:00 PM-7:00 PM;Sat: 7:00 AM-12:00 PM;,,,,,,,
1001989,,,,,,,,,,
1000531,,,,,,,,,,
1004079,2013-07-03T04:00:00Z,2013-09-04T04:00:00Z,Wed: 10:30 AM-2:30 PM;,,,,,,,
1003878,June to Se,mber,Wed:10:30 am - 2:00 pm;,,,,,,,
1007752,May to Nov,er,Sat:8:00 AM - 12:00 PM;,,,,,,,
1001763,2014-04-17T04:00:00Z,2014-10-23T04:00:00Z,Thu: 3:00 PM-6:00 PM;,,,,,,,
1007297,,,,,,,,,,
1001701,2016-05-07T04:00:00Z,2016-10-29T04:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1010226,,,Sat: 8:00 AM-12:00 PM;,,,,,,,
1007057,,,,,,,,,,
1002160,June to Oc,er,Fri:12:00 PM - 5:00 PM;,,,,,,,
1018585,2017-06-04T04:00:00Z,2017-10-29T04:00:00Z,Sun: 10:00 AM-2:00 PM;,,,,,,,
1009284,,,,,,,,,,
1001590,2013-05-03T04:00:00Z,2013-09-27T04:00:00Z,Fri: 4:00 PM-7:00 PM;,,,,,,,
1000877,2014-04-12T04:00:00Z,2014-10-25T04:00:00Z,Wed: 8:00 AM-12:00 PM;Sat: 8:00 AM-12:00 PM;,2011-09-01T04:00:00Z,2011-10-31T04:00:00Z,,,,,
1001499,,,,,,,,,,
1000316,2015-06-04T04:00:00Z,,Thu: 3:00 PM-6:00 PM;,,,,,,,
1003596,,,,,,,,,,
1008409,2013-06-06T04:00:00Z,2013-10-17T04:00:00Z,Thu: 12:00 PM-5:30 PM;,,,,,,,
1009309,,,,,,,,,,
1000886,2016-05-20T04:00:00Z,2016-10-28T04:00:00Z,Fri: 2:00 PM-6:30 PM;,,,,,,,
1009755,2014-06-07T04:00:00Z,,,,,,,,,
1003015,,,,,,,,,,
1004972,,,,,,,,,,
1010704,2014-04-03T04:00:00Z,2014-10-30T04:00:00Z,Thu: 5:00 PM-8:00 PM;,,,,,,,
1011161,2015-05-07T04:00:00Z,2015-10-15T04:00:00Z,Thu: 3:00 PM-7:00 PM;,,,,,,,
1000578,,,,,,,,,,
1003227,,,,,,,,,,
1004650,,,,,,,,,,
1012610,2016-09-03T04:00:00Z,2016-12-31T05:00:00Z,Mon: 8:00 AM-12:00 PM;,,,,,,,
1003966,,,,,,,,,,
1004360,2013-05-04T04:00:00Z,2013-10-26T04:00:00Z,Wed: 8:00 AM-12:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,
1011307,2015-01-01T05:00:00Z,2015-12-31T05:00:00Z,Thu: 2:00 PM-6:00 PM;,,,,,,,
1000704,,,,,,,,,,
1011042,2015-05-26T04:00:00Z,2015-09-08T04:00:00Z,Tue: 3:00 PM-7:00 PM;,,,,,,,
1006360,,,,,,,,,,
1006613,,,,,,,,,,
1001334,,,,,,,,,,
1002809,,,,,,,,,,
1009474,,,,,,,,,,
1004177,January to,cember,Wed:12:00 pm - 0:00 pm;,,,,,,,
1007218,,,,,,,,,,
1001485,,,,,,,,,,
1000067,2013-03-12T04:00:00Z,2013-12-24T05:00:00Z,Tue: 8:00 AM-4:00 PM;Fri: 8:00 AM-4:00 PM;,,,,,,,
1005250,2015-01-01T05:00:00Z,2015-12-31T05:00:00Z,Mon: 11:30 AM-12:30 PM;,,,,,,,
1004051,June to Se,mber,Fri:12:00 pm - 6:00 pm;,,,,,,,
1010123,2016-01-01T05:00:00Z,2016-12-31T05:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1000246,,,,,,,,,,
1018577,2017-06-07T04:00:00Z,,Tue: 10:00 AM-7:00 PM;Wed: 10:00 AM-7:00 PM;Thu: 10:00 AM-7:00 PM;Fri: 10:00 AM-7:00 PM;Sat: 10:00 AM-2:00 PM;,,,,,,,
1011386,2015-11-01T04:00:00Z,2016-02-29T05:00:00Z,Sat: 7:00 AM-3:00 PM;Sun: 8:00 AM-3:00 PM;,,,,,,,
1012712,,,Sat: 7:00 AM-3:00 PM;Sun: 7:00 AM-3:00 PM;,2016-05-11T04:00:00Z,2016-09-28T04:00:00Z,,,,,
1004302,2013-04-01T04:00:00Z,2013-10-31T04:00:00Z,,,,,,,,
1000354,,,,,,,,,,
1008616,2014-05-27T04:00:00Z,2014-10-04T04:00:00Z,Tue: 8:00 AM-2:00 PM;Sat: 8:00 AM-2:00 PM;,,,,,,,
1003086,,,,,,,,,,
1005809,2014-06-04T04:00:00Z,2014-10-29T04:00:00Z,Wed: 7:00 AM-12:00 PM;Sun: 12:00 PM-;,,,,,,,
1010079,,,,,,,,,,
1012088,2016-06-15T04:00:00Z,2016-10-19T04:00:00Z,Wed: 12:00 PM-6:00 PM;,,,,,,,
1000921,,,,,,,,,,
1009000,2013-05-17T04:00:00Z,2013-10-04T04:00:00Z,Fri: 8:00 AM-1:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,
1005719,2014-05-18T04:00:00Z,2014-10-26T04:00:00Z,Wed: 4:00 PM-7:00 PM;Sun: 10:00 AM-3:00 PM;,,,,,,,
1001680,June to Oc,er,Sat:9:00 AM - 1:00 PM;,,,,,,,
1001681,May to Sep,ber,Thu:2:00 PM - 6:00 PM;,,,,,,,
1001234,,,,,,,,,,
1008416,2013-05-02T04:00:00Z,2013-10-31T04:00:00Z,Thu: 11:00 AM-3:00 PM;,,,,,,,
1005491,,,Sat: 8:00 AM-1:00 PM;,,,,,,,
1004255,2017-06-25T04:00:00Z,2017-09-24T04:00:00Z,Sun: 9:00 AM-1:30 PM;,,,,,,,
1008434,2013-04-13T04:00:00Z,2013-11-09T05:00:00Z,Sat: 7:30 AM-1:00 PM;,2013-11-16T05:00:00Z,2013-12-31T05:00:00Z,,,,,
1008428,2013-04-11T04:00:00Z,2013-11-07T05:00:00Z,Thu: 7:30 AM-1:00 PM;,,,,,,,
1002814,,,,,,,,,,
1009719,2014-07-16T04:00:00Z,2014-10-15T04:00:00Z,Wed: 3:30 PM-;,,,,,,,
1017956,2017-06-10T04:00:00Z,2017-10-21T04:00:00Z,Sat: 9:00 AM-1:00 PM;,2017-11-04T04:00:00Z,2018-05-05T04:00:00Z,,,,,
1004618,,,,,,,,,,
1010007,2014-06-18T04:00:00Z,2014-09-17T04:00:00Z,Wed: 5:00 PM-8:00 PM;,,,,,,,
1000303,2013-06-19T04:00:00Z,2013-10-02T04:00:00Z,Wed: 2:30 PM-6:30 PM;,,,,,,,
1018182,2017-01-01T05:00:00Z,2017-12-31T05:00:00Z,Tue: 6:00 AM-1:00 PM;Thu: 6:00 AM-1:00 PM;Sat: 5:00 AM-3:00 PM;,,,,,,,
1018272,2017-05-16T04:00:00Z,2017-10-03T04:00:00Z,Tue: 3:00 PM-7:00 PM;,,,,,,,
1010429,2014-04-01T04:00:00Z,2014-10-31T04:00:00Z,Sat: 6:00 AM-11:00 AM;,,,,,,,
1003687,,,,,,,,,,
1004160,May to Oct,r,Wed:7:00 AM - 1:00 PM;,,,,,,,
1018290,2017-05-21T04:00:00Z,2017-10-29T04:00:00Z,Sun: 9:00 AM-2:00 PM;,,,,,,,
1008491,,,,,,,,,,
1005502,,,,,,,,,,
1000157,,,,,,,,,,
1006460,2014-06-27T04:00:00Z,2014-10-31T04:00:00Z,Fri: 8:00 AM-12:00 PM;,,,,,,,
1008493,,,,,,,,,,
1007679,,,,,,,,,,
1006368,2014-06-19T04:00:00Z,2014-09-25T04:00:00Z,Thu: 11:00 AM-7:00 PM;,,,,,,,
1011057,2015-06-07T04:00:00Z,2015-11-01T04:00:00Z,Sun: 9:00 AM-1:00 PM;,,,,,,,
1012758,,,Sat: 10:00 AM-2:00 PM;,,,,,,,
1005940,2016-05-08T04:00:00Z,2016-12-18T05:00:00Z,Sun: 10:00 AM-1:00 PM;,,,,,,,
1005941,2016-07-07T04:00:00Z,2016-10-27T04:00:00Z,Thu: 3:00 PM-6:00 PM;,,,,,,,
1005943,2016-04-02T04:00:00Z,2016-12-17T05:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1007587,,,,,,,,,,
1000545,January to,cember,Wed:7:00 pm - 6:00 pm;Fri:7:00 pm - 6:00 pm;Sat:7:00 pm - 12:00 pm;,,,,,,,
1002042,2014-04-06T04:00:00Z,2014-10-26T04:00:00Z,Sun: 11:30 AM-3:30 PM;,,,,,,,
1011036,,,Sat: 9:00 AM-3:00 PM;,,,,,,,
1002915,June to Se,mber,Thu:4:00 PM - 8:00 PM;,,,,,,,
1002106,2015-01-01T05:00:00Z,2015-12-31T05:00:00Z,Sun: 8:00 AM-1:00 PM;,,,,,,,
1004216,June to Se,mber,Thu:4:00 PM - 7:00 PM;,,,,,,,
1008938,2013-05-03T04:00:00Z,2013-09-27T04:00:00Z,Fri: 3:00 PM-6:00 PM;,2014-05-23T04:00:00Z,2014-09-26T04:00:00Z,,,,,
1007053,,,,,,,,,,
1000579,2014-06-07T04:00:00Z,2014-10-25T04:00:00Z,Sat: 8:00 AM-1:00 PM;,,,,,,,
1007374,2014-04-16T04:00:00Z,2014-12-17T05:00:00Z,Wed: 3:00 PM-7:00 PM;,,,,,,,
1006482,,,,,,,,,,
1006181,,,,,,,,,,
1001837,June to Oc,er,Sat:10:00 AM - 12:00 PM;,,,,,,,
1003497,,,,,,,,,,
1000406,2016-05-07T04:00:00Z,2016-10-29T04:00:00Z,Sat: 8:00 AM-1:00 PM;,,,,,,,
1011959,2016-10-01T04:00:00Z,2016-05-07T04:00:00Z,Sat: 8:00 AM-12:00 PM;,2017-01-01T05:00:00Z,2017-05-01T04:00:00Z,,,,,
1005296,2015-01-01T05:00:00Z,2015-12-31T05:00:00Z,Thu: 3:00 PM-7:00 PM;Sun: 10:00 AM-2:00 PM;,,,,,,,
1000257,,,,,,,,,,
1007037,,,,,,,,,,
1006489,,,,,,,,,,
1002242,,,,,,,,,,
1008001,2013-05-04T04:00:00Z,2013-10-26T04:00:00Z,Sat: 9:00 AM-12:00 PM;,,,,,,,
1018324,2017-05-27T04:00:00Z,2017-10-14T04:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1018325,2017-11-11T05:00:00Z,,Sun: 10:00 AM-1:00 PM;,,,,,,,
1004851,June to Oc,er,sun:10:00 AM - 1:00 PM;,,,,,,,
1007681,,,,,,,,,,
1004198,2014-04-27T04:00:00Z,2014-11-02T04:00:00Z,Sun: 10:00 AM-2:00 PM;,,,,,,,
1002473,,,,,,,,,,
1000893,,,,,,,,,,
1004721,2014-07-13T04:00:00Z,2014-09-28T04:00:00Z,Sun: 9:00 AM-1:00 PM;,,,,,,,
1004978,,,,,,,,,,
1002395,,,,,,,,,,
1007197,,,,,,,,,,
1009507,,,,,,,,,,
1010564,2014-04-05T04:00:00Z,2014-10-25T04:00:00Z,Sat: 9:00 AM-1:00 PM;,2014-11-08T05:00:00Z,2015-03-28T04:00:00Z,2015-10-31T04:00:00Z,Sat: 9:00 AM-1:00 PM;,,,
1004282,,,,,,,,,,
1006953,,,,,,,,,,
1018298,2017-04-29T04:00:00Z,2017-11-04T04:00:00Z,Sat: 9:00 AM-12:30 PM;,,,,,,,
1004202,2015-06-07T04:00:00Z,2015-09-27T04:00:00Z,Sun: 12:00 PM-4:00 PM;,,,,,,,
1011350,2015-05-09T04:00:00Z,2015-09-19T04:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1004533,,,,,,,,,,
1007411,,,,,,,,,,
1001923,,,,,,,,,,
1005686,,,,,,,,,,
1006871,,,,,,,,,,
1002048,,,Fri: 5:00 PM-8:00 PM;,,,,,,,
1009203,,,,,,,,,,
1000613,2014-07-08T04:00:00Z,,Tue: 7:00 AM-;Thu: 1:00 PM-;,,,,,,,
1004696,,,,,,,,,,
1012527,2016-01-01T05:00:00Z,2016-12-31T05:00:00Z,Sun: 9:00 AM-2:00 PM;,,,,,,,
1009428,,,,,,,,,,
1006806,2014-04-02T04:00:00Z,2014-04-23T04:00:00Z,Wed: 11:00 AM-2:00 PM;,,,,,,,
1002596,June to No,ber,Fri:3:30 pm - 6:30 pm;,,,,,,,
1010192,2014-07-10T04:00:00Z,2014-09-25T04:00:00Z,Thu: 3:00 PM-6:30 PM;,,,,,,,
1005812,,,,,,,,,,
1006670,April to N,mber,Wed:4:00 PM - 6:00 PM;,,,,,,,
1006671,April to N,mber,Sat:8:00 AM - 12:00 PM;,,,,,,,
1007401,,,,,,,,,,
1018381,2017-07-06T04:00:00Z,2017-10-26T04:00:00Z,Tue: 2:00 PM-5:00 PM;,,,,,,,
1006518,June to Oc,er,Fri:4:00 pm - 8:00 pm;,,,,,,,
1003017,May to Oct,r,Wed:2:00 AM - 5:00 PM;Sat:8:00 AM - 1:00 PM;,,,,,,,
1001450,,,,,,,,,,
1001451,,,,,,,,,,
1008982,2014-05-03T04:00:00Z,2014-10-11T04:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1018551,2017-06-03T04:00:00Z,2017-10-21T04:00:00Z,Sat: 8:30 AM-12:00 PM;,,,,,,,
1007566,,,,,,,,,,
1011266,2015-06-18T04:00:00Z,2015-09-10T04:00:00Z,Thu: 4:00 PM-7:00 PM;,,,,,,,
1018117,2017-06-01T04:00:00Z,2017-10-05T04:00:00Z,Thu: 10:00 AM-4:00 PM;,,,,,,,
1006930,,,,,,,,,,
1010876,2015-05-03T04:00:00Z,2015-11-01T04:00:00Z,Sun: 9:00 AM-1:00 PM;,,,,,,,
1009348,,,,,,,,,,
1018338,2017-04-29T04:00:00Z,2017-11-18T05:00:00Z,Sat: 9:00 AM-12:00 PM;,,,,,,,
1001123,,,,,,,,,,
1000360,,,,,,,,,,
1000549,2015-01-01T05:00:00Z,2015-12-31T05:00:00Z,Wed: 10:00 AM-1:00 PM;,,,,,,,
1010330,,,,,,,,,,
1010561,2014-07-18T04:00:00Z,2014-10-19T04:00:00Z,Fri: 5:00 PM-6:00 PM;Sun: 11:00 AM-12:00 PM;,,,,,,,
1002385,,,,,,,,,,
1010707,2014-04-05T04:00:00Z,2014-10-25T04:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1011903,2016-04-30T04:00:00Z,2016-10-29T04:00:00Z,Sat: 9:00 AM-2:00 PM;,,,,,,,
1002895,2013-05-31T04:00:00Z,2013-08-30T04:00:00Z,Fri: 6:00 PM-9:00 PM;,,,,,,,
1004780,2014-06-28T04:00:00Z,2014-10-28T04:00:00Z,Tue: 5:00 PM-7:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,
1006877,,,,,,,,,,
1003498,,,,,,,,,,
1005901,,,,,,,,,,
1002808,2015-06-04T04:00:00Z,2015-09-24T04:00:00Z,Thu: 10:30 AM-1:30 PM;,,,,,,,
1001390,2015-05-03T04:00:00Z,2015-11-22T05:00:00Z,Sun: 9:30 AM-2:00 PM;,,,,,,,
1010609,,,Sun: 11:00 AM-2:00 PM;,,,,,,,
1001740,2016-11-05T04:00:00Z,2017-04-29T04:00:00Z,Sat: 9:00 AM-12:00 PM;,,,,,,,
1018004,2017-05-13T04:00:00Z,2017-10-28T04:00:00Z,Sat: 8:30 AM-12:30 PM;,2017-11-04T04:00:00Z,2018-04-28T04:00:00Z,,,,,
1018163,2017-05-01T04:00:00Z,2017-12-21T05:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1018173,2017-05-01T04:00:00Z,2017-12-21T05:00:00Z,Wed: 2:30 PM-6:30 PM;,,,,,,,
1003957,,,,,,,,,,
1010390,2016-04-09T04:00:00Z,2016-11-19T05:00:00Z,Wed: 3:00 PM-6:00 PM;Sat: 9:00 AM-12:00 PM;,,,,,,,
1009041,2015-05-26T04:00:00Z,2015-10-20T04:00:00Z,Tue: 4:00 PM-7:00 PM;,,,,,,,
1009208,,,,,,,,,,
1007224,,,,,,,,,,
1006392,,,,,,,,,,
1010515,2016-10-06T04:00:00Z,2017-04-27T04:00:00Z,Thu: 9:00 AM-1:00 PM;,2017-10-05T04:00:00Z,2018-04-26T04:00:00Z,,,,,
1002563,2016-06-18T04:00:00Z,2016-10-22T04:00:00Z,Sat: 10:00 AM-3:00 PM;,,,,,,,
1012079,,,Sat: 1:00 PM-4:30 PM;,,,,,,,
1001359,,,,,,,,,,
1004677,,,,,,,,,,
1002594,January to,cember,Sat:9:00 AM - 2:00 PM;,,,,,,,
1002595,January to,cember,sun:9:00 AM - 2:00 PM;,,,,,,,
1002525,,,,,,,,,,
1001896,June to Oc,er,Fri:4:00 PM - 7:00 PM;,,,,,,,
1002011,,,,,,,,,,
1007503,,,,,,,,,,
1007424,,,,,,,,,,
1006440,,,,,,,,,,
1009166,,,,,,,,,,
1008764,2013-04-13T04:00:00Z,2013-10-26T04:00:00Z,Tue: 4:00 AM-4:00 PM;Fri: 6:00 AM-6:00 PM;Sun: 2:00 AM-4:00 AM;,,,,,,,
1003173,,,,,,,,,,
1000956,,,,,,,,,,
1000656,,,,,,,,,,
1001876,2014-05-01T04:00:00Z,2014-10-31T04:00:00Z,Thu: 3:00 PM-6:30 PM;,,,,,,,
1011528,2015-06-04T04:00:00Z,2015-10-29T04:00:00Z,Thu: 4:00 PM-6:00 PM;,,,,,,,
1011495,2015-01-01T05:00:00Z,2015-12-31T05:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1011387,,,Fri: 7:00 AM-11:00 AM;,,,,,,,
1002053,April to N,mber,sun:9:00 AM - 2:00 PM;,,,,,,,
1002054,May to Nov,er,Sat:7:00 AM - 12:00 PM;,,,,,,,
1017986,2017-05-04T04:00:00Z,2017-11-16T05:00:00Z,Thu: 3:00 PM-7:00 PM;,,,,,,,
1018685,2017-06-07T04:00:00Z,2017-08-30T04:00:00Z,Wed: 4:00 PM-7:00 PM;,,,,,,,
