FMID,Season1_Start_Date,Season1_End_Date,Season1Time,Season2_Start_Date,Season2_End_Date,Season3_End_Date,Season3Time,Season4_Start_Date,Season4_End_Date,Season4Time
1017978,2017-06-05T04:00:00Z,2017-10-23T04:00:00Z,Mon: 4:00 PM-7:30 PM;,,,,,,,
1012490,2016-04-02T04:00:00Z,2016-12-17T05:00:00Z,Sun: 9:00 AM-2:00 PM;,,,,,,,
1006320,June to Oc,er,Thu:9:00 AM - 2:00 PM;,,,,,,,
1008447,2014-05-10T04:00:00Z,2014-10-11T04:00:00Z,Sat: 9:00 AM-12:00 PM;,,,,,,,
1006121,,,,,,,,,,
1005072,,,,,,,,,,
1001614,July to Se,mber,Sat:9:00 am - 11:00 am;,,,,,,,
1012082,2016-05-19T04:00:00Z,2016-11-17T05:00:00Z,Thu: 3:00 PM-7:00 PM;,,,,,,,
1012021,2016-06-05T04:00:00Z,2016-10-30T04:00:00Z,Sun: 9:00 AM-4:00 PM;,,,,,,,
1012579,2016-05-05T04:00:00Z,2016-10-27T04:00:00Z,Thu: 4:00 PM-7:00 PM;,,,,,,,
1002922,2014-05-10T04:00:00Z,2014-09-27T04:00:00Z,Sat: 8:00 AM-11:00 AM;,,,,,,,
1002653,,,,,,,,,,
1012648,2016-05-07T04:00:00Z,2016-10-15T04:00:00Z,Sat: 8:00 AM-1:00 PM;,,,,,,,
1016905,2017-06-05T04:00:00Z,2017-09-25T04:00:00Z,Mon: 4:00 PM-7:00 PM;,,,,,,,
1008677,,,,,,,,,,
1006909,2013-06-01T04:00:00Z,2013-09-14T04:00:00Z,Sat: 10:00 AM-1:00 PM;,,,,,,,
1006225,June to Au,t,Tue:3:00 pm - 6:00 pm;Sat:7:00 am - 11:00 am;,,,,,,,
1010743,2016-05-25T04:00:00Z,2016-09-28T04:00:00Z,Wed: 2:00 PM-6:00 PM;,,,,,,,
1001230,,,,,,,,,,
1018593,2017-06-04T04:00:00Z,2017-10-29T04:00:00Z,Sun: 9:00 AM-12:00 PM;,,,,,,,
1010947,2016-05-07T04:00:00Z,2016-10-29T04:00:00Z,Sat: 7:30 AM-12:00 PM;,,,,,,,
1010948,2015-11-07T05:00:00Z,2016-04-30T04:00:00Z,Sat: 10:00 AM-1:00 PM;,,,,,,,
1002428,2013-05-11T04:00:00Z,2013-11-02T04:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1005921,,,,,,,,,,
1007509,,,,,,,,,,
1003228,,,,,,,,,,
1005681,,,,,,,,,,
1008314,2013-05-11T04:00:00Z,2013-10-12T04:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1008002,,,,,,,,,,
1006908,,,,,,,,,,
1012388,2016-06-02T04:00:00Z,2016-09-29T04:00:00Z,Thu: 3:00 PM-5:00 PM;,,,,,,,
1005503,,,,,,,,,,
1018363,2017-05-06T04:00:00Z,2017-10-28T04:00:00Z,Sat: 8:30 AM-12:00 PM;,,,,,,,
1003027,2014-05-15T04:00:00Z,2014-11-20T05:00:00Z,Thu: 11:00 AM-4:00 PM;,2014-12-11T05:00:00Z,2015-04-16T04:00:00Z,,,,,
1003763,2014-05-24T04:00:00Z,2014-10-25T04:00:00Z,Tue: 3:00 PM-6:00 PM;Sat: 8:30 AM-2:00 PM;,,,,,,,
1010239,2014-05-21T04:00:00Z,2014-10-15T04:00:00Z,Wed: 2:00 PM-6:00 PM;,,,,,,,
1003342,2015-07-22T04:00:00Z,2015-08-26T04:00:00Z,Wed: 4:00 PM-7:30 PM;,,,,,,,
1002501,,,,,,,,,,
1002923,March to D,mber,Sat:9:00 AM - 2:00 PM;,,,,,,,
1012609,2016-06-02T04:00:00Z,2016-09-29T04:00:00Z,Thu: 4:30 PM-6:30 PM;,,,,,,,
1011216,2015-07-08T04:00:00Z,2015-09-02T04:00:00Z,Wed: 4:00 PM-7:00 PM;,,,,,,,
1004395,2015-05-02T04:00:00Z,2015-10-31T04:00:00Z,Sat: 8:00 AM-12:00 PM;,2015-11-07T05:00:00Z,2016-04-16T04:00:00Z,,,,,
1005919,,,Wed: 2:30 PM-5:00 PM;,,,,,,,
1006783,2017-07-11T04:00:00Z,2017-10-31T04:00:00Z,Tue: 3:00 PM-6:00 PM;,,,,,,,
1010177,2017-07-01T04:00:00Z,2017-10-28T04:00:00Z,Sat: 8:00 AM-11:30 PM;,,,,,,,
1012446,2016-05-14T04:00:00Z,2016-11-19T05:00:00Z,Sat: 9:00 AM-3:00 PM;,,,,,,,
1002154,,,,,,,,,,
1002500,,,,,,,,,,
1001535,2014-06-11T04:00:00Z,2014-11-12T05:00:00Z,Wed: 8:00 AM-11:00 AM;,2012-12-01T05:00:00Z,2013-05-31T04:00:00Z,,,,,
1008141,2013-06-15T04:00:00Z,2013-09-14T04:00:00Z,Sat: 10:00 AM-2:00 PM;,,,,,,,
1000749,,,,,,,,,,
1003506,,,,,,,,,,
1004792,2014-05-28T04:00:00Z,2014-10-22T04:00:00Z,Wed: 11:00 AM-5:00 PM;,,,,,,,
1018215,2017-07-12T04:00:00Z,2017-10-25T04:00:00Z,Wed: 4:00 PM-7:00 PM;,,,,,,,
1005073,2015-05-01T04:00:00Z,2015-10-31T04:00:00Z,Fri: 3:00 PM-6:00 PM;,,,,,,,
1009818,2014-01-01T05:00:00Z,2014-12-31T05:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1001180,,,,,,,,,,
1018103,,,Tue: 4:00 PM-8:00 PM;,2018-05-15T04:00:00Z,2018-08-28T04:00:00Z,,,,,
1009554,,,,,,,,,,
1005563,,,,,,,,,,
1018302,2017-01-01T05:00:00Z,2017-12-31T05:00:00Z,Sat: 8:00 AM-12:00 PM;,2017-05-01T04:00:00Z,2017-09-30T04:00:00Z,2018-04-28T04:00:00Z,Sat: 8:00 AM-1:00 PM;,,,
1010327,2014-06-01T04:00:00Z,2014-09-01T04:00:00Z,Sun: 9:00 AM-1:00 PM;,2014-10-01T04:00:00Z,2015-05-31T04:00:00Z,,,,,
1017957,2017-05-04T04:00:00Z,2017-07-27T04:00:00Z,Mon: 11:00 AM-2:00 PM;Tue: 11:00 AM-2:00 PM;Wed: 11:00 AM-2:00 PM;Thu: 11:00 AM-2:00 PM;Fri: 11:00 AM-2:00 PM;,2017-08-03T04:00:00Z,2017-10-26T04:00:00Z,,,,,
1001442,,,Wed: 5:00 PM-7:00 PM;,2015-06-06T04:00:00Z,2015-10-31T04:00:00Z,,,,,
1000932,,,,,,,,,,
1004357,,,,,,,,,,
1007765,,,,,,,,,,
1011596,2015-05-02T04:00:00Z,2015-10-31T04:00:00Z,Tue: 4:00 PM-7:00 PM;Thu: 4:00 PM-7:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,
1005129,2015-11-22T05:00:00Z,2015-12-20T05:00:00Z,Sun: 11:00 AM-2:00 PM;,,,,,,,
1011084,2015-05-24T04:00:00Z,2015-10-11T04:00:00Z,Sun: 11:00 AM-2:00 PM;,,,,,,,
1003402,April to O,ber,Sat:9:00 AM - 2:00 PM;sun:10:00 AM - 2:00 PM;,,,,,,,
1018499,,,Fri: 9:00 AM-9:00 PM;Sat: 9:00 AM-9:00 PM;Sun: 10:00 AM-5:00 PM;,,,,,,,
1010311,2014-05-22T04:00:00Z,2014-09-04T04:00:00Z,Thu: 12:00 PM-5:00 PM;,,,,,,,
1004735,2013-01-06T05:00:00Z,2013-12-29T05:00:00Z,Sun: 9:00 AM-1:00 PM;,,,,,,,
1010145,2014-06-05T04:00:00Z,2014-10-16T04:00:00Z,Thu: 3:00 PM-7:30 PM;,,,,,,,
1005260,2015-01-01T05:00:00Z,2015-12-31T05:00:00Z,Wed: 10:00 AM-11:00 AM;,,,,,,,
1010982,2016-06-17T04:00:00Z,2016-11-18T05:00:00Z,Fri: 8:30 AM-4:00 PM;,,,,,,,
1003273,,,,,,,,,,
1007233,2014-05-26T04:00:00Z,,Mon: 3:00 PM-6:00 PM;,,,,,,,
1002169,,,,,,,,,,
1009980,2014-06-12T04:00:00Z,2014-08-28T04:00:00Z,Thu: 4:30 PM-7:30 PM;,,,,,,,
1004184,June to No,ber,Fri:11:30 AM - 5:30 PM;,,,,,,,
1007199,,,,,,,,,,
1011853,2016-05-14T04:00:00Z,2016-10-15T04:00:00Z,Sat: 8:00 AM-1:00 PM;,,,,,,,
1005457,,,,,,,,,,
1009815,2014-05-03T04:00:00Z,2014-12-13T05:00:00Z,Sat: 9:30 AM-4:00 PM;,,,,,,,
1001483,2014-04-30T04:00:00Z,2014-10-29T04:00:00Z,Wed: 10:00 AM-2:00 PM;,,,,,,,
1004997,,,,,,,,,,
1002470,2014-06-21T04:00:00Z,2014-10-18T04:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1004770,2014-06-21T04:00:00Z,2014-10-04T04:00:00Z,Sat: 10:00 AM-1:00 PM;,,,,,,,
1005458,2016-01-01T05:00:00Z,2016-12-31T05:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1001464,July to Oc,er,Thu:3:00 PM - 7:00 PM;,,,,,,,
1010984,2016-12-04T05:00:00Z,2017-03-26T04:00:00Z,Sun: 10:00 AM-2:00 PM;,,,,,,,
1010983,2016-06-05T04:00:00Z,2016-11-27T05:00:00Z,Sun: 9:00 AM-2:00 PM;,,,,,,,
1000313,,,,,,,,,,
1006030,2014-01-01T05:00:00Z,2014-12-31T05:00:00Z,Fri: 9:00 AM-1:00 PM;,,,,,,,
1002379,,,,,,,,,,
1008079,2014-06-07T04:00:00Z,2014-10-04T04:00:00Z,Sat: 8:00 AM-2:00 PM;,,,,,,,
1002155,,,Sun: 9:00 AM-1:30 PM;,,,,,,,
1005409,,,,,,,,,,
1001489,June to Se,mber,Wed:1:00 PM - 5:00 PM;,,,,,,,
1011310,2015-06-03T04:00:00Z,2015-11-04T05:00:00Z,Wed: 7:00 AM-12:00 PM;Sat: 7:00 AM-12:00 PM;,,,,,,,
1012382,,,Wed: 7:00 AM-;Sat: 7:00 AM-;,,,,,,,
1001516,,,,,,,,,,
1002591,,,,,,,,,,
1005435,June to Oc,er,Fri:7:00 AM - 12:00 PM;,,,,,,,
1009517,,,,,,,,,,
1004009,,,,,,,,,,
1001360,June to Se,mber,Thu:5:00 pm - 7:00 pm;,,,,,,,
1002959,2014-06-04T04:00:00Z,2014-10-29T04:00:00Z,Wed: 7:00 AM-1:00 PM;,,,,,,,
1010546,2014-01-01T05:00:00Z,2014-12-31T05:00:00Z,Sun: 9:00 AM-1:00 PM;,,,,,,,
1006139,,,,,,,,,,
1001905,,,,,,,,,,
1000598,June to Se,mber,Tue:3:00 PM - 6:30 PM;,,,,,,,
1008680,2013-06-04T04:00:00Z,2013-09-24T04:00:00Z,Tue: 4:00 PM-7:00 PM;,,,,,,,
1009225,,,,,,,,,,
1011330,2015-05-02T04:00:00Z,2015-10-31T04:00:00Z,Thu: 3:00 PM-6:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,
1004048,,,Mon: 8:00 AM-6:00 PM;Tue: 8:00 AM-6:00 PM;Wed: 8:00 AM-6:00 PM;Thu: 8:00 AM-6:00 PM;Fri: 8:00 AM-6:00 PM;Sat: 8:00 AM-6:00 PM;Sun: 9:00 AM-5:00 PM;,,,,,,,
2000022,,,,,,,,,,
1011130,2015-05-16T04:00:00Z,2015-10-31T04:00:00Z,Sat: 8:00 AM-1:00 PM;,,,,,,,
1012502,2016-06-20T04:00:00Z,2016-10-24T04:00:00Z,Mon: 9:30 AM-2:00 PM;Fri: 9:30 AM-2:00 PM;,,,,,,,
1008885,2016-06-22T04:00:00Z,2016-10-26T04:00:00Z,Wed: 1:30 PM-3:00 PM;,,,,,,,
1008883,2016-06-22T04:00:00Z,2016-10-26T04:00:00Z,Wed: 11:00 AM-12:30 PM;,,,,,,,
1008880,2016-06-21T04:00:00Z,2016-10-25T04:00:00Z,Tue: 3:30 PM-5:00 PM;,,,,,,,
1008881,2016-06-21T04:00:00Z,2016-10-25T04:00:00Z,Tue: 1:30 PM-3:00 PM;,,,,,,,
1008894,2016-06-21T04:00:00Z,2016-10-25T04:00:00Z,Tue: 11:00 AM-12:30 PM;,,,,,,,
1008884,2016-06-24T04:00:00Z,2016-10-28T04:00:00Z,Fri: 11:00 AM-12:00 PM;,,,,,,,
1008882,2016-06-22T04:00:00Z,2016-10-26T04:00:00Z,Wed: 9:00 AM-10:30 AM;,,,,,,,
1008891,2016-06-23T04:00:00Z,2016-10-27T04:00:00Z,Thu: 11:00 AM-2:00 PM;,,,,,,,
1008893,2016-06-24T04:00:00Z,2016-10-28T04:00:00Z,Fri: 3:00 PM-4:00 PM;,,,,,,,
1008890,2016-06-23T04:00:00Z,2016-10-27T04:00:00Z,Thu: 8:00 AM-9:30 AM;,,,,,,,
1008886,2016-06-24T04:00:00Z,2016-10-28T04:00:00Z,Fri: 9:00 AM-10:30 AM;,,,,,,,
1012532,2016-06-21T04:00:00Z,2016-10-25T04:00:00Z,Tue: 9:00 AM-10:30 AM;,,,,,,,
1008892,2016-06-24T04:00:00Z,2016-10-28T04:00:00Z,Fri: 1:00 PM-2:30 PM;,,,,,,,
1008888,2016-06-23T04:00:00Z,2016-10-27T04:00:00Z,Thu: 3:00 PM-4:30 PM;,,,,,,,
1008889,2016-06-23T04:00:00Z,2016-10-27T04:00:00Z,Thu: 5:00 PM-6:00 PM;,,,,,,,
1008887,2016-06-22T04:00:00Z,2016-10-26T04:00:00Z,Wed: 3:30 PM-5:00 PM;,,,,,,,
1012537,,,Sat: 9:30 AM-1:00 PM;,,,,,,,
1007235,,,,,,,,,,
1005966,,,Tue: 7:00 AM-1:00 PM;Thu: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,,,,,,,
1003231,,,,,,,,,,
1003230,,,,,,,,,,
1012731,2016-01-01T05:00:00Z,2016-12-31T05:00:00Z,Thu: 3:00 PM-6:00 PM;,,,,,,,
1005108,,,,,,,,,,
1008462,2013-01-01T05:00:00Z,2013-12-31T05:00:00Z,Mon: 8:00 AM-7:00 PM;Tue: 8:00 AM-7:00 PM;Wed: 8:00 AM-7:00 PM;Thu: 8:00 AM-7:00 PM;Fri: 8:00 AM-7:00 PM;Sat: 8:00 AM-7:00 PM;Sun: 8:00 AM-7:00 PM;,,,,,,,
1012304,2016-06-24T04:00:00Z,2016-09-30T04:00:00Z,Fri: 3:30 PM-6:00 PM;,,,,,,,
1003383,2013-06-22T04:00:00Z,2013-08-31T04:00:00Z,Sat: 9:00 AM-12:00 PM;,,,,,,,
1001766,2013-05-23T04:00:00Z,2013-10-17T04:00:00Z,Thu: 4:00 PM-6:00 PM;,,,,,,,
1007176,,,,,,,,,,
1005557,2013-07-06T04:00:00Z,2013-10-26T04:00:00Z,Sun: 8:00 AM-3:00 PM;,,,,,,,
1018454,2017-01-01T05:00:00Z,2017-12-31T05:00:00Z,Tue: 8:00 AM-12:00 PM;,,,,,,,
1003609,2016-01-01T05:00:00Z,2016-12-31T05:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1003610,2016-01-14T05:00:00Z,2016-12-22T05:00:00Z,Thu: 8:00 AM-12:00 PM;,,,,,,,
1009710,2016-03-17T04:00:00Z,2016-08-11T04:00:00Z,Thu: 9:00 AM-12:30 PM;,2016-09-22T04:00:00Z,2016-12-15T05:00:00Z,,,,,
1018457,2017-04-19T04:00:00Z,2017-06-01T04:00:00Z,Mon: 9:00 AM-12:00 PM;,2017-09-20T04:00:00Z,2017-11-29T05:00:00Z,,,,,
1009297,,,,,,,,,,
1001922,,,Sat: 8:00 AM-2:00 PM;,,,,,,,
1002007,,,,,,,,,,
1006644,June to Oc,er,sun:10:00 am - 3:00 pm;,,,,,,,
1004750,2015-01-01T05:00:00Z,2015-12-31T05:00:00Z,Thu: 6:00 PM-9:00 PM;,,,,,,,
1004751,2014-01-01T05:00:00Z,2014-12-31T05:00:00Z,Sat: 8:00 AM-11:00 AM;,,,,,,,
1006815,,,,,,,,,,
1005000,2015-01-01T05:00:00Z,2015-12-31T05:00:00Z,Thu: 8:00 AM-1:00 PM;,,,,,,,
1000362,,,,,,,,,,
1000791,2016-04-01T04:00:00Z,2016-11-26T05:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1009434,,,,,,,,,,
1003401,,,,,,,,,,
1004741,,,,,,,,,,
1000712,2015-05-01T04:00:00Z,2015-10-30T04:00:00Z,Fri: 11:00 AM-2:00 PM;,,,,,,,
1007578,,,,,,,,,,
1002237,2015-05-05T04:00:00Z,2015-10-27T04:00:00Z,Tue: 12:00 PM-4:00 PM;,,,,,,,
1009338,,,,,,,,,,
1005925,June to Oc,er,Sat:7:30 am - 11:30 am;,,,,,,,
1007720,,,,,,,,,,
1002149,,,,,,,,,,
1007003,,,,,,,,,,
1007069,,,,,,,,,,
1007346,May to May,,Wed:10:00 AM - 2:00 PM;Sat:7:30 AM - 12:30 PM;,,,,,,,
1004430,,,,,,,,,,
1003429,,,,,,,,,,
1009020,2014-05-03T04:00:00Z,2014-10-25T04:00:00Z,Sat: 7:30 AM-11:30 AM;,2014-07-01T04:00:00Z,2014-09-01T04:00:00Z,,,,,
1018352,2017-06-06T04:00:00Z,2017-09-26T04:00:00Z,Tue: 3:00 PM-7:00 PM;,,,,,,,
1000425,,,,,,,,,,
1001814,,,,,,,,,,
1012601,,,Sat: 8:00 AM-12:00 PM;,,,,,,,
1012064,2016-07-08T04:00:00Z,2016-10-07T04:00:00Z,Fri: 12:30 PM-4:30 PM;,,,,,,,
1002843,2013-05-10T04:00:00Z,2013-10-11T04:00:00Z,Fri: 4:00 PM-8:00 PM;,,,,,,,
1010117,2016-06-16T04:00:00Z,2016-09-08T04:00:00Z,Thu: 3:00 PM-6:00 PM;,,,,,,,
1007081,,,,,,,,,,
1018208,2017-05-14T04:00:00Z,2017-11-19T05:00:00Z,Sun: 10:00 AM-2:00 PM;,,,,,,,
1018210,2017-12-03T05:00:00Z,2018-04-29T04:00:00Z,Sun: 10:00 AM-2:00 PM;,,,,,,,
1018186,2017-05-13T04:00:00Z,2017-10-28T04:00:00Z,Sat: 10:00 AM-2:00 PM;,,,,,,,
1000427,,,,,,,,,,
1000732,January to,cember,Tue:3:30 PM - 7:00 PM;,,,,,,,
1003884,,,,,,,,,,
1009996,2014-01-01T05:00:00Z,2014-12-31T05:00:00Z,Sat: 10:00 AM-3:00 PM;,,,,,,,
1012524,2016-05-21T04:00:00Z,2016-10-22T04:00:00Z,Sat: 7:00 AM-12:00 PM;,,,,,,,
1010436,2015-05-23T04:00:00Z,2016-10-22T04:00:00Z,Sat: 7:00 AM-12:00 PM;,,,,,,,
1007336,2015-06-20T04:00:00Z,2015-10-31T04:00:00Z,Thu: 2:00 PM-6:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,
1006367,2014-06-21T04:00:00Z,2014-10-04T04:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1003425,2015-05-02T04:00:00Z,2015-10-10T04:00:00Z,Wed: 3:00 PM-5:30 PM;Sat: 7:30 AM-12:00 PM;,,,,,,,
1010020,2014-05-07T04:00:00Z,2014-10-08T04:00:00Z,Wed: 3:00 PM-5:30 PM;,,,,,,,
1000575,,,,,,,,,,
1008114,2016-07-02T04:00:00Z,,Sat: 7:30 AM-12:00 PM;,,,,,,,
1001114,,,,,,,,,,
1004500,,,,,,,,,,
1006310,2015-05-20T04:00:00Z,2015-10-14T04:00:00Z,Wed: 3:00 AM-6:00 PM;,,,,,,,
1001126,,,,,,,,,,
1006450,2013-01-01T05:00:00Z,2013-12-31T05:00:00Z,Fri: 7:00 AM-5:00 PM;,2014-03-01T05:00:00Z,,,,,,
1018444,2017-06-02T04:00:00Z,2017-10-13T04:00:00Z,Fri: 3:00 PM-7:00 PM;,,,,,,,
1018549,2017-05-06T04:00:00Z,2017-10-28T04:00:00Z,Sat: 8:00 AM-12:00 PM;,2017-07-11T04:00:00Z,2017-09-26T04:00:00Z,,,,,
1011354,2015-05-06T04:00:00Z,2015-11-18T05:00:00Z,Wed: 10:00 AM-2:00 PM;,,,,,,,
1006918,,,,,,,,,,
1005116,2014-05-31T04:00:00Z,2014-10-04T04:00:00Z,Wed: 7:00 AM-10:00 AM;Sat: 7:00 AM-10:00 AM;,,,,,,,
1007782,,,,,,,,,,
1000134,2014-06-04T04:00:00Z,2014-10-08T04:00:00Z,Wed: 3:30 AM-7:00 PM;,,,,,,,
1009510,,,,,,,,,,
1008917,2013-07-13T04:00:00Z,2013-11-23T05:00:00Z,Sat: 10:00 AM-3:00 PM;,,,,,,,
1007784,,,,,,,,,,
1007783,,,,,,,,,,
1002707,,,,,,,,,,
1009519,,,,,,,,,,
1004028,,,,,,,,,,
1002349,,,,,,,,,,
1008718,2014-01-01T05:00:00Z,2014-12-31T05:00:00Z,Sat: 8:00 AM-1:00 PM;,,,,,,,
1005060,2013-05-16T04:00:00Z,2013-10-10T04:00:00Z,Thu: 3:00 PM-6:00 PM;,,,,,,,
1001787,,,,,,,,,,
1005132,,,,,,,,,,
1007019,,,,,,,,,,
1005590,,,,,,,,,,
1005643,2014-05-10T04:00:00Z,,Sat: 9:00 AM-12:00 PM;,,,,,,,
1000885,,,,,,,,,,
1011918,2016-05-26T04:00:00Z,2016-08-25T04:00:00Z,Thu: 4:00 PM-6:00 PM;,,,,,,,
1003686,,,,,,,,,,
1008553,2016-01-01T05:00:00Z,2016-12-31T05:00:00Z,Tue: 10:00 AM-2:00 PM;Sat: 9:00 AM-3:00 PM;,,,,,,,
1009481,,,,,,,,,,
1002150,,,,,,,,,,
1011947,2016-04-13T04:00:00Z,2016-11-23T05:00:00Z,Wed: 7:00 AM-2:00 PM;,,,,,,,
1005564,,,,,,,,,,
1005565,,,,,,,,,,
1004290,,,,,,,,,,
1001726,2016-06-01T04:00:00Z,2016-10-31T04:00:00Z,Tue: 3:00 PM-6:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,
1005244,,,,,,,,,,
1004541,,,,,,,,,,
1008340,2013-06-20T04:00:00Z,2013-10-03T04:00:00Z,Thu: 3:00 PM-6:00 PM;,,,,,,,
1018382,2017-01-01T05:00:00Z,2017-12-31T05:00:00Z,Sat: 9:00 AM-3:00 PM;,,,,,,,
1004577,June to Oc,er,Thu:12:00 PM - 6:00 PM;,,,,,,,
1010046,2014-01-01T05:00:00Z,2014-12-31T05:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1005370,2013-06-01T04:00:00Z,2013-10-05T04:00:00Z,Sun: 8:30 AM-12:30 PM;,,,,,,,
1003197,2014-05-29T04:00:00Z,2014-08-28T04:00:00Z,Thu: 1:00 PM-5:00 PM;,,,,,,,
1003667,2013-05-05T04:00:00Z,2013-11-24T05:00:00Z,Sun: 9:00 AM-2:00 PM;,,,,,,,
1007014,,,,,,,,,,
1004073,2014-04-03T04:00:00Z,2014-11-20T05:00:00Z,Thu: 3:00 PM-7:00 PM;,,,,,,,
1008914,2013-07-11T04:00:00Z,2013-11-21T05:00:00Z,Thu: 3:00 PM-7:00 PM;,,,,,,,
1016788,2017-04-15T04:00:00Z,2017-11-18T05:00:00Z,Sat: 8:00 AM-1:00 PM;,,,,,,,
1003054,,,,,,,,,,
1000349,,,,,,,,,,
1018284,2017-01-01T05:00:00Z,2017-12-31T05:00:00Z,Sat: 10:00 AM-3:00 PM;,,,,,,,
1005778,2014-01-01T05:00:00Z,2014-12-31T05:00:00Z,Fri: 8:00 AM-12:00 PM;,,,,,,,
1000194,2016-06-01T04:00:00Z,2016-10-12T04:00:00Z,Wed: 2:30 PM-7:00 PM;,,,,,,,
1009335,,,,,,,,,,
1008120,2015-01-10T05:00:00Z,2015-03-28T04:00:00Z,Sat: 9:00 AM-1:00 PM;,2015-04-04T04:00:00Z,,,,,,
1006108,,,,,,,,,,
1011998,2016-05-01T04:00:00Z,2016-11-20T05:00:00Z,Sun: 10:00 AM-3:00 PM;,,,,,,,
2000026,,,,,,,,,,
1006840,,,,,,,,,,
1008442,2014-06-07T04:00:00Z,2014-10-25T04:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1006804,2015-06-14T04:00:00Z,2015-10-25T04:00:00Z,Sun: 10:00 AM-4:00 PM;,,,,,,,
1009907,2016-10-01T04:00:00Z,2017-05-01T04:00:00Z,Sat: 8:00 AM-1:00 PM;,2017-05-01T04:00:00Z,2017-09-01T04:00:00Z,,,,,
1003056,,,,,,,,,,
1004385,2014-06-16T04:00:00Z,,Mon: 3:00 PM-7:00 PM;,,,,,,,
1008539,2013-07-02T04:00:00Z,2013-10-29T04:00:00Z,Tue: 3:00 PM-7:00 PM;,,,,,,,
1008911,2013-07-10T04:00:00Z,2013-11-20T05:00:00Z,Wed: 9:00 AM-3:00 PM;,,,,,,,
1011126,2015-05-02T04:00:00Z,2015-09-26T04:00:00Z,Sat: 8:30 AM-12:00 PM;,,,,,,,
1005278,2013-05-25T04:00:00Z,2013-11-30T05:00:00Z,Wed: 7:00 AM-12:00 PM;Sat: 7:00 AM-12:00 PM;,,,,,,,
1006473,2015-06-05T04:00:00Z,2015-10-02T04:00:00Z,Fri: 7:00 AM-12:00 PM;,,,,,,,
1003696,June to Se,mber,Mon:9:00 AM - 6:00 PM;Tue:9:00 AM - 6:00 PM;Wed:9:00 AM - 6:00 PM;Thu:9:00 AM - 6:00 PM;Fri:9:00 AM - 6:00 PM;Sat:9:00 AM - 6:00 PM;,,,,,,,
1005964,,,,,,,,,,
1011004,2016-07-30T04:00:00Z,,Sat: 9:00 AM-2:00 PM;,2016-08-27T04:00:00Z,,,Sat: 9:00 AM-2:00 PM;,,,
1002448,May to Sep,ber,Sat:9:30 AM - 12:30 PM;,,,,,,,
1002756,2016-11-05T04:00:00Z,2017-04-29T04:00:00Z,Sat: 9:00 AM-12:00 PM;,,,,,,,
1008731,2015-05-02T04:00:00Z,2015-10-31T04:00:00Z,Sat: 7:30 AM-12:00 PM;,,,,,,,
1010049,2016-06-15T04:00:00Z,2016-09-28T04:00:00Z,Wed: 2:00 PM-6:00 PM;,,,,,,,
1005973,,,,,,,,,,
1018303,,,,,,,,,,
1009569,,,,,,,,,,
1005288,,,,,,,,,,
1018668,2017-07-08T04:00:00Z,2017-10-21T04:00:00Z,Sat: 8:00 AM-11:00 AM;,,,,,,,
1000984,,,,,,,,,,
1012411,,,Sat: 10:00 AM-1:00 PM;,,,,,,,
1007547,,,,,,,,,,
1000203,,,,,,,,,,
1004674,,,,,,,,,,
1004267,2015-05-02T04:00:00Z,2015-10-31T04:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1005355,,,,,,,,,,
1005354,,,,,,,,,,
1000075,2013-07-24T04:00:00Z,2013-08-30T04:00:00Z,Wed: 8:00 AM-5:00 PM;Thu: 8:00 AM-5:00 PM;Fri: 8:00 AM-5:00 PM;,,,,,,,
1016785,2017-05-19T04:00:00Z,2017-09-29T04:00:00Z,Fri: 3:30 PM-8:30 PM;,,,,,,,
1018366,2017-05-06T04:00:00Z,2017-10-28T04:00:00Z,Sat: 8:00 AM-1:00 PM;,,,,,,,
1009374,,,,,,,,,,
1001527,2014-05-03T04:00:00Z,2014-10-25T04:00:00Z,Wed: 3:00 PM-6:00 PM;Sat: 8:00 AM-1:00 PM;,,,,,,,
1012644,2016-04-30T04:00:00Z,2016-10-29T04:00:00Z,Wed: 8:00 AM-12:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,
1012143,2016-05-19T04:00:00Z,2016-10-27T04:00:00Z,Thu: 8:30 AM-1:00 PM;,,,,,,,
1000741,,,,,,,,,,
1000659,,,,,,,,,,
1012700,2016-05-05T04:00:00Z,2016-11-17T05:00:00Z,Thu: 2:00 PM-6:00 PM;,2016-12-01T05:00:00Z,2016-12-22T05:00:00Z,,,,,
